ZEIT;RAUM;Reason;WERT
2013;23 Bahnhof;Gain on moving in or loss on moving out;63
2013;24 Hansaplatz;Gain on moving in or loss on moving out;15
2013;25 Mauritz-West;Gain on moving in or loss on moving out;26
2013;26 Schlachthof;Gain on moving in or loss on moving out;48
2013;27 Kreuz;Gain on moving in or loss on moving out;-59
2013;28 Neutor;Gain on moving in or loss on moving out;18
2013;29 Schloss;Gain on moving in or loss on moving out;35
2013;31 Aaseestadt;Gain on moving in or loss on moving out;-2
2013;32 Geist;Gain on moving in or loss on moving out;-1
2013;33 Schuetzenhof;Gain on moving in or loss on moving out;16
2013;34 Dueesberg;Gain on moving in or loss on moving out;3
2013;43 Hafen;Gain on moving in or loss on moving out;30
2013;44 Herz-Jesu;Gain on moving in or loss on moving out;-61
2013;45 Mauritz-Mitte;Gain on moving in or loss on moving out;102
2013;46 Rumphorst;Gain on moving in or loss on moving out;3
2013;47 Uppenberg;Gain on moving in or loss on moving out;-18
2013;51 Gievenbeck;Gain on moving in or loss on moving out;262
2013;52 Sentrup;Gain on moving in or loss on moving out;156
2013;54 Mecklenbeck;Gain on moving in or loss on moving out;128
2013;56 Albachten;Gain on moving in or loss on moving out;27
2013;57 Roxel;Gain on moving in or loss on moving out;0
2013;58 Nienberge;Gain on moving in or loss on moving out;87
2013;61 Coerde;Gain on moving in or loss on moving out;-26
2013;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-12
2013;63 Kinderhaus-West;Gain on moving in or loss on moving out;110
2013;68 Sprakel;Gain on moving in or loss on moving out;-11
2013;71 Mauritz-Ost;Gain on moving in or loss on moving out;3
2013;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;4
2013;77 Handorf;Gain on moving in or loss on moving out;-31
2013;81 Gremmendorf-West;Gain on moving in or loss on moving out;82
2013;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;64
2013;86 Angelmodde;Gain on moving in or loss on moving out;90
2013;87 Wolbeck;Gain on moving in or loss on moving out;-33
2013;91 Berg Fidel;Gain on moving in or loss on moving out;25
2013;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-50
2013;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;1
2013;97 Hiltrup-West;Gain on moving in or loss on moving out;-85
2013;98 Amelsbueren;Gain on moving in or loss on moving out;12
2014;11 Aegidii;Gain on moving in or loss on moving out;9
2014;12 ueberwasser;Gain on moving in or loss on moving out;-39
2014;13 Dom;Gain on moving in or loss on moving out;-6
2014;14 Buddenturm;Gain on moving in or loss on moving out;82
2014;15 Martini;Gain on moving in or loss on moving out;1
2014;21 Pluggendorf;Gain on moving in or loss on moving out;172
2014;22 Josef;Gain on moving in or loss on moving out;112
2014;23 Bahnhof;Gain on moving in or loss on moving out;68
2014;24 Hansaplatz;Gain on moving in or loss on moving out;81
2014;25 Mauritz-West;Gain on moving in or loss on moving out;120
2014;26 Schlachthof;Gain on moving in or loss on moving out;6
2014;27 Kreuz;Gain on moving in or loss on moving out;22
2014;28 Neutor;Gain on moving in or loss on moving out;152
2014;29 Schloss;Gain on moving in or loss on moving out;35
2014;31 Aaseestadt;Gain on moving in or loss on moving out;18
2014;32 Geist;Gain on moving in or loss on moving out;54
2014;33 Schuetzenhof;Gain on moving in or loss on moving out;44
2014;34 Dueesberg;Gain on moving in or loss on moving out;37
2014;43 Hafen;Gain on moving in or loss on moving out;21
2014;44 Herz-Jesu;Gain on moving in or loss on moving out;14
2014;45 Mauritz-Mitte;Gain on moving in or loss on moving out;80
2014;46 Rumphorst;Gain on moving in or loss on moving out;78
2014;47 Uppenberg;Gain on moving in or loss on moving out;-11
2014;51 Gievenbeck;Gain on moving in or loss on moving out;254
2014;52 Sentrup;Gain on moving in or loss on moving out;305
2014;54 Mecklenbeck;Gain on moving in or loss on moving out;272
2014;56 Albachten;Gain on moving in or loss on moving out;17
2014;57 Roxel;Gain on moving in or loss on moving out;24
2014;58 Nienberge;Gain on moving in or loss on moving out;57
2014;61 Coerde;Gain on moving in or loss on moving out;18
2014;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;26
2014;63 Kinderhaus-West;Gain on moving in or loss on moving out;121
2014;68 Sprakel;Gain on moving in or loss on moving out;35
2014;71 Mauritz-Ost;Gain on moving in or loss on moving out;-11
2014;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;40
2014;77 Handorf;Gain on moving in or loss on moving out;-1
2014;81 Gremmendorf-West;Gain on moving in or loss on moving out;53
2014;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;35
2014;86 Angelmodde;Gain on moving in or loss on moving out;48
2014;87 Wolbeck;Gain on moving in or loss on moving out;-53
2014;91 Berg Fidel;Gain on moving in or loss on moving out;0
2014;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-35
2014;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;24
2014;97 Hiltrup-West;Gain on moving in or loss on moving out;23
2014;98 Amelsbueren;Gain on moving in or loss on moving out;38
2015;11 Aegidii;Gain on moving in or loss on moving out;31
2015;12 ueberwasser;Gain on moving in or loss on moving out;38
2015;13 Dom;Gain on moving in or loss on moving out;61
2015;14 Buddenturm;Gain on moving in or loss on moving out;41
2015;15 Martini;Gain on moving in or loss on moving out;10
2015;21 Pluggendorf;Gain on moving in or loss on moving out;114
2015;22 Josef;Gain on moving in or loss on moving out;164
2015;23 Bahnhof;Gain on moving in or loss on moving out;100
2015;24 Hansaplatz;Gain on moving in or loss on moving out;83
2015;25 Mauritz-West;Gain on moving in or loss on moving out;22
2015;26 Schlachthof;Gain on moving in or loss on moving out;51
2015;27 Kreuz;Gain on moving in or loss on moving out;159
2015;28 Neutor;Gain on moving in or loss on moving out;216
2015;29 Schloss;Gain on moving in or loss on moving out;47
2015;31 Aaseestadt;Gain on moving in or loss on moving out;68
2015;32 Geist;Gain on moving in or loss on moving out;38
2015;33 Schuetzenhof;Gain on moving in or loss on moving out;105
2015;34 Dueesberg;Gain on moving in or loss on moving out;97
2015;43 Hafen;Gain on moving in or loss on moving out;-1
2015;44 Herz-Jesu;Gain on moving in or loss on moving out;40
2015;45 Mauritz-Mitte;Gain on moving in or loss on moving out;100
2015;46 Rumphorst;Gain on moving in or loss on moving out;60
2015;47 Uppenberg;Gain on moving in or loss on moving out;70
2015;51 Gievenbeck;Gain on moving in or loss on moving out;1803
2015;52 Sentrup;Gain on moving in or loss on moving out;247
2015;54 Mecklenbeck;Gain on moving in or loss on moving out;72
2015;56 Albachten;Gain on moving in or loss on moving out;64
2015;57 Roxel;Gain on moving in or loss on moving out;-5
2015;58 Nienberge;Gain on moving in or loss on moving out;74
2015;61 Coerde;Gain on moving in or loss on moving out;61
2015;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;30
2015;63 Kinderhaus-West;Gain on moving in or loss on moving out;23
2015;68 Sprakel;Gain on moving in or loss on moving out;28
2015;71 Mauritz-Ost;Gain on moving in or loss on moving out;160
2015;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;39
2015;77 Handorf;Gain on moving in or loss on moving out;11
2015;81 Gremmendorf-West;Gain on moving in or loss on moving out;281
2015;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;43
2015;86 Angelmodde;Gain on moving in or loss on moving out;139
2015;87 Wolbeck;Gain on moving in or loss on moving out;35
2015;91 Berg Fidel;Gain on moving in or loss on moving out;67
2015;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-55
2015;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;70
2015;97 Hiltrup-West;Gain on moving in or loss on moving out;-2
2015;98 Amelsbueren;Gain on moving in or loss on moving out;65
2016;11 Aegidii;Gain on moving in or loss on moving out;-3
2016;12 ueberwasser;Gain on moving in or loss on moving out;14
2016;13 Dom;Gain on moving in or loss on moving out;3
2016;14 Buddenturm;Gain on moving in or loss on moving out;21
2016;15 Martini;Gain on moving in or loss on moving out;25
2016;21 Pluggendorf;Gain on moving in or loss on moving out;47
2016;22 Josef;Gain on moving in or loss on moving out;-25
2016;23 Bahnhof;Gain on moving in or loss on moving out;88
2016;24 Hansaplatz;Gain on moving in or loss on moving out;70
2016;25 Mauritz-West;Gain on moving in or loss on moving out;3
2016;26 Schlachthof;Gain on moving in or loss on moving out;132
2016;27 Kreuz;Gain on moving in or loss on moving out;27
2016;28 Neutor;Gain on moving in or loss on moving out;174
2016;29 Schloss;Gain on moving in or loss on moving out;71
2016;31 Aaseestadt;Gain on moving in or loss on moving out;53
2016;32 Geist;Gain on moving in or loss on moving out;78
2016;33 Schuetzenhof;Gain on moving in or loss on moving out;81
2016;34 Dueesberg;Gain on moving in or loss on moving out;32
2016;43 Hafen;Gain on moving in or loss on moving out;47
2016;44 Herz-Jesu;Gain on moving in or loss on moving out;73
2016;45 Mauritz-Mitte;Gain on moving in or loss on moving out;98
2016;46 Rumphorst;Gain on moving in or loss on moving out;-4
2016;47 Uppenberg;Gain on moving in or loss on moving out;110
2016;51 Gievenbeck;Gain on moving in or loss on moving out;736
2016;52 Sentrup;Gain on moving in or loss on moving out;230
2016;54 Mecklenbeck;Gain on moving in or loss on moving out;24
2016;56 Albachten;Gain on moving in or loss on moving out;1
2016;57 Roxel;Gain on moving in or loss on moving out;23
2016;58 Nienberge;Gain on moving in or loss on moving out;87
2016;61 Coerde;Gain on moving in or loss on moving out;147
2016;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;37
2016;63 Kinderhaus-West;Gain on moving in or loss on moving out;150
2016;68 Sprakel;Gain on moving in or loss on moving out;-11
2016;71 Mauritz-Ost;Gain on moving in or loss on moving out;52
2016;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;12
2016;77 Handorf;Gain on moving in or loss on moving out;-5
2016;81 Gremmendorf-West;Gain on moving in or loss on moving out;189
2016;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;90
2016;86 Angelmodde;Gain on moving in or loss on moving out;-5
2016;87 Wolbeck;Gain on moving in or loss on moving out;-43
2016;91 Berg Fidel;Gain on moving in or loss on moving out;40
2016;95 Hiltrup-Ost;Gain on moving in or loss on moving out;6
2016;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;14
2016;97 Hiltrup-West;Gain on moving in or loss on moving out;31
2016;98 Amelsbueren;Gain on moving in or loss on moving out;-10
2017;11 Aegidii;Gain on moving in or loss on moving out;16
2017;12 ueberwasser;Gain on moving in or loss on moving out;11
2017;13 Dom;Gain on moving in or loss on moving out;21
2017;14 Buddenturm;Gain on moving in or loss on moving out;29
2017;15 Martini;Gain on moving in or loss on moving out;-11
2017;21 Pluggendorf;Gain on moving in or loss on moving out;117
2017;22 Josef;Gain on moving in or loss on moving out;108
2017;23 Bahnhof;Gain on moving in or loss on moving out;120
2017;24 Hansaplatz;Gain on moving in or loss on moving out;71
2017;25 Mauritz-West;Gain on moving in or loss on moving out;-22
2017;26 Schlachthof;Gain on moving in or loss on moving out;140
2017;27 Kreuz;Gain on moving in or loss on moving out;61
2017;28 Neutor;Gain on moving in or loss on moving out;85
2017;29 Schloss;Gain on moving in or loss on moving out;115
2017;31 Aaseestadt;Gain on moving in or loss on moving out;35
2017;32 Geist;Gain on moving in or loss on moving out;82
2017;33 Schuetzenhof;Gain on moving in or loss on moving out;58
2017;34 Dueesberg;Gain on moving in or loss on moving out;85
2017;43 Hafen;Gain on moving in or loss on moving out;46
2017;44 Herz-Jesu;Gain on moving in or loss on moving out;64
2017;45 Mauritz-Mitte;Gain on moving in or loss on moving out;107
2017;46 Rumphorst;Gain on moving in or loss on moving out;8
2017;47 Uppenberg;Gain on moving in or loss on moving out;87
2017;51 Gievenbeck;Gain on moving in or loss on moving out;53
2017;52 Sentrup;Gain on moving in or loss on moving out;90
2017;54 Mecklenbeck;Gain on moving in or loss on moving out;44
2017;56 Albachten;Gain on moving in or loss on moving out;-21
2017;57 Roxel;Gain on moving in or loss on moving out;-40
2017;58 Nienberge;Gain on moving in or loss on moving out;-14
2017;61 Coerde;Gain on moving in or loss on moving out;33
2017;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;5
2017;63 Kinderhaus-West;Gain on moving in or loss on moving out;83
2017;68 Sprakel;Gain on moving in or loss on moving out;-35
2017;71 Mauritz-Ost;Gain on moving in or loss on moving out;38
2017;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;-24
2017;77 Handorf;Gain on moving in or loss on moving out;-55
2017;81 Gremmendorf-West;Gain on moving in or loss on moving out;852
2017;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;124
2017;86 Angelmodde;Gain on moving in or loss on moving out;18
2017;87 Wolbeck;Gain on moving in or loss on moving out;-75
2017;91 Berg Fidel;Gain on moving in or loss on moving out;9
2017;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-31
2017;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;-12
2017;97 Hiltrup-West;Gain on moving in or loss on moving out;-59
2017;98 Amelsbueren;Gain on moving in or loss on moving out;-65
2018;11 Aegidii;Gain on moving in or loss on moving out;-16
2018;12 ueberwasser;Gain on moving in or loss on moving out;41
2018;13 Dom;Gain on moving in or loss on moving out;37
2018;14 Buddenturm;Gain on moving in or loss on moving out;62
2018;15 Martini;Gain on moving in or loss on moving out;32
2018;21 Pluggendorf;Gain on moving in or loss on moving out;27
2018;22 Josef;Gain on moving in or loss on moving out;127
2018;23 Bahnhof;Gain on moving in or loss on moving out;93
2018;24 Hansaplatz;Gain on moving in or loss on moving out;77
2018;25 Mauritz-West;Gain on moving in or loss on moving out;46
2018;26 Schlachthof;Gain on moving in or loss on moving out;111
2018;27 Kreuz;Gain on moving in or loss on moving out;98
2018;28 Neutor;Gain on moving in or loss on moving out;106
2018;29 Schloss;Gain on moving in or loss on moving out;90
2018;31 Aaseestadt;Gain on moving in or loss on moving out;74
2018;32 Geist;Gain on moving in or loss on moving out;25
2018;33 Schuetzenhof;Gain on moving in or loss on moving out;51
2018;34 Dueesberg;Gain on moving in or loss on moving out;62
2018;43 Hafen;Gain on moving in or loss on moving out;2
2018;44 Herz-Jesu;Gain on moving in or loss on moving out;-5
2018;45 Mauritz-Mitte;Gain on moving in or loss on moving out;44
2018;46 Rumphorst;Gain on moving in or loss on moving out;33
2018;47 Uppenberg;Gain on moving in or loss on moving out;64
2018;51 Gievenbeck;Gain on moving in or loss on moving out;412
2018;52 Sentrup;Gain on moving in or loss on moving out;107
2018;54 Mecklenbeck;Gain on moving in or loss on moving out;-34
2018;56 Albachten;Gain on moving in or loss on moving out;-13
2018;57 Roxel;Gain on moving in or loss on moving out;22
2018;58 Nienberge;Gain on moving in or loss on moving out;61
2018;61 Coerde;Gain on moving in or loss on moving out;46
2018;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;-3
2018;63 Kinderhaus-West;Gain on moving in or loss on moving out;52
2018;68 Sprakel;Gain on moving in or loss on moving out;-5
2018;71 Mauritz-Ost;Gain on moving in or loss on moving out;18
2018;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;-37
2018;77 Handorf;Gain on moving in or loss on moving out;-69
2018;81 Gremmendorf-West;Gain on moving in or loss on moving out;-309
2018;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;88
2018;86 Angelmodde;Gain on moving in or loss on moving out;-42
2018;87 Wolbeck;Gain on moving in or loss on moving out;-5
2018;91 Berg Fidel;Gain on moving in or loss on moving out;36
2018;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-36
2018;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;40
2018;97 Hiltrup-West;Gain on moving in or loss on moving out;12
2018;98 Amelsbueren;Gain on moving in or loss on moving out;14
2019;11 Aegidii;Gain on moving in or loss on moving out;7
2019;12 ueberwasser;Gain on moving in or loss on moving out;28
2019;13 Dom;Gain on moving in or loss on moving out;60
2019;14 Buddenturm;Gain on moving in or loss on moving out;59
2019;15 Martini;Gain on moving in or loss on moving out;-38
2019;21 Pluggendorf;Gain on moving in or loss on moving out;36
2019;22 Josef;Gain on moving in or loss on moving out;102
2019;23 Bahnhof;Gain on moving in or loss on moving out;142
2019;24 Hansaplatz;Gain on moving in or loss on moving out;104
2019;25 Mauritz-West;Gain on moving in or loss on moving out;81
2019;26 Schlachthof;Gain on moving in or loss on moving out;105
2019;27 Kreuz;Gain on moving in or loss on moving out;56
2019;28 Neutor;Gain on moving in or loss on moving out;170
2019;29 Schloss;Gain on moving in or loss on moving out;80
2019;31 Aaseestadt;Gain on moving in or loss on moving out;26
2019;32 Geist;Gain on moving in or loss on moving out;112
2019;33 Schuetzenhof;Gain on moving in or loss on moving out;49
2019;34 Dueesberg;Gain on moving in or loss on moving out;64
2019;43 Hafen;Gain on moving in or loss on moving out;-2
2019;44 Herz-Jesu;Gain on moving in or loss on moving out;36
2019;45 Mauritz-Mitte;Gain on moving in or loss on moving out;47
2019;46 Rumphorst;Gain on moving in or loss on moving out;25
2019;47 Uppenberg;Gain on moving in or loss on moving out;189
2019;51 Gievenbeck;Gain on moving in or loss on moving out;405
2019;52 Sentrup;Gain on moving in or loss on moving out;109
2019;54 Mecklenbeck;Gain on moving in or loss on moving out;65
2019;56 Albachten;Gain on moving in or loss on moving out;-25
2019;57 Roxel;Gain on moving in or loss on moving out;32
2019;58 Nienberge;Gain on moving in or loss on moving out;47
2019;61 Coerde;Gain on moving in or loss on moving out;-9
2019;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;88
2019;63 Kinderhaus-West;Gain on moving in or loss on moving out;54
2019;68 Sprakel;Gain on moving in or loss on moving out;-2
2019;71 Mauritz-Ost;Gain on moving in or loss on moving out;67
2019;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;25
2019;77 Handorf;Gain on moving in or loss on moving out;-27
2019;81 Gremmendorf-West;Gain on moving in or loss on moving out;109
2019;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;-50
2019;86 Angelmodde;Gain on moving in or loss on moving out;45
2019;87 Wolbeck;Gain on moving in or loss on moving out;39
2019;91 Berg Fidel;Gain on moving in or loss on moving out;-18
2019;95 Hiltrup-Ost;Gain on moving in or loss on moving out;30
2019;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;45
2019;97 Hiltrup-West;Gain on moving in or loss on moving out;-84
2019;98 Amelsbueren;Gain on moving in or loss on moving out;-12
2020;11 Aegidii;Gain on moving in or loss on moving out;-3
2020;12 ueberwasser;Gain on moving in or loss on moving out;18
2020;13 Dom;Gain on moving in or loss on moving out;41
2020;14 Buddenturm;Gain on moving in or loss on moving out;55
2020;15 Martini;Gain on moving in or loss on moving out;19
2020;21 Pluggendorf;Gain on moving in or loss on moving out;69
2020;22 Josef;Gain on moving in or loss on moving out;57
2020;23 Bahnhof;Gain on moving in or loss on moving out;117
2020;24 Hansaplatz;Gain on moving in or loss on moving out;17
2020;25 Mauritz-West;Gain on moving in or loss on moving out;11
2020;26 Schlachthof;Gain on moving in or loss on moving out;53
2020;27 Kreuz;Gain on moving in or loss on moving out;13
2020;28 Neutor;Gain on moving in or loss on moving out;67
2020;29 Schloss;Gain on moving in or loss on moving out;74
2020;31 Aaseestadt;Gain on moving in or loss on moving out;111
2020;32 Geist;Gain on moving in or loss on moving out;26
2020;33 Schuetzenhof;Gain on moving in or loss on moving out;-15
2020;34 Dueesberg;Gain on moving in or loss on moving out;24
2020;43 Hafen;Gain on moving in or loss on moving out;15
2020;44 Herz-Jesu;Gain on moving in or loss on moving out;12
2020;45 Mauritz-Mitte;Gain on moving in or loss on moving out;3
2020;46 Rumphorst;Gain on moving in or loss on moving out;16
2020;47 Uppenberg;Gain on moving in or loss on moving out;65
2020;51 Gievenbeck;Gain on moving in or loss on moving out;204
2020;52 Sentrup;Gain on moving in or loss on moving out;75
2020;54 Mecklenbeck;Gain on moving in or loss on moving out;162
2020;56 Albachten;Gain on moving in or loss on moving out;6
2020;57 Roxel;Gain on moving in or loss on moving out;-91
2020;58 Nienberge;Gain on moving in or loss on moving out;4
2020;61 Coerde;Gain on moving in or loss on moving out;-2
2020;62 Kinderhaus-Ost;Gain on moving in or loss on moving out;45
2020;63 Kinderhaus-West;Gain on moving in or loss on moving out;37
2020;68 Sprakel;Gain on moving in or loss on moving out;-27
2020;71 Mauritz-Ost;Gain on moving in or loss on moving out;131
2020;76 Gelmer-Dyckburg;Gain on moving in or loss on moving out;17
2020;77 Handorf;Gain on moving in or loss on moving out;-4
2020;81 Gremmendorf-West;Gain on moving in or loss on moving out;165
2020;82 Gremmendorf-Ost;Gain on moving in or loss on moving out;-48
2020;86 Angelmodde;Gain on moving in or loss on moving out;-16
2020;87 Wolbeck;Gain on moving in or loss on moving out;48
2020;91 Berg Fidel;Gain on moving in or loss on moving out;-19
2020;95 Hiltrup-Ost;Gain on moving in or loss on moving out;-26
2020;96 Hiltrup-Mitte;Gain on moving in or loss on moving out;23
2020;97 Hiltrup-West;Gain on moving in or loss on moving out;-38
2020;98 Amelsbueren;Gain on moving in or loss on moving out;16
